Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
295,ML,Machine Learning,positive,This Machine Learning course was excellent.,Prof. Smith,Easy,Medium,2023
296,EC,Economics,neutral,This Economics course was decent.,Dr. Jones,Easy,High,2023
297,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was okay.,Mr. Abhay Kumar,Difficult,Medium,2024
298,BI,Biology,negative,This Biology course was boring.,Ms. Ishu C,Difficult,High,2024
299,SE,Software Engineering,neutral,This Software Engineering course was fair.,Dr. Jones,Difficult,Low,2023
300,CS,Computer Science,positive,This Computer Science course was excellent.,Ms. Dhanya Patil D,Difficult,Low,2024
301,EC,Economics,neutral,This Economics course was decent.,Ms. Arpita S C,Moderate,High,2024
302,DS,Data Science,neutral,This Data Science course was decent.,Ms. Ishu C,Moderate,Low,2023
303,CS,Computer Science,neutral,This Computer Science course was average.,Ms. Rashi A,Easy,Medium,2024
304,SE,Software Engineering,positive,This Software Engineering course was great.,Ms. Ishu C,Difficult,Medium,2023
305,ML,Machine Learning,neutral,This Machine Learning course was fair.,Ms. Arpita S C,Easy,Low,2023
306,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was fair.,Ms. Syed Humera B,Difficult,Medium,2024
307,PS,Political Science,negative,This Political Science course was difficult.,Ms. Mukul S,Moderate,Low,2024
308,LI,Literature,negative,This Literature course was disappointing.,Ms. Mukul S,Difficult,Medium,2024
309,PS,Political Science,neutral,This Political Science course was so-so.,Mr. Abhay Kumar,Difficult,Low,2024
310,CS,Computer Science,neutral,This Computer Science course was so-so.,Ms. Mukul S,Easy,Low,2024
311,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Ms. Mukul S,Easy,Low,2024
312,LI,Literature,positive,This Literature course was great.,Ms. Aiman Syed C,Difficult,Low,2024
313,CS,Computer Science,neutral,This Computer Science course was fair.,Ms. Monika P,Difficult,Medium,2024
314,CS,Computer Science,positive,This Computer Science course was excellent.,Mr. Abhay Kumar,Easy,Low,2023
315,HI,History,neutral,This History course was so-so.,Mr. Kunal Taneja,Moderate,High,2023
316,PH,Physics,negative,This Physics course was unclear.,Ms. Aiman Syed C,Moderate,Medium,2023
317,LI,Literature,negative,This Literature course was disappointing.,Ms. Kalyani Jha,Difficult,Medium,2023
318,CS,Computer Science,neutral,This Computer Science course was fair.,Ms. Mukul S,Easy,High,2024
319,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Arpita S C,Difficult,Low,2023
320,PH,Physics,negative,This Physics course was unclear.,Ms. Monika P,Difficult,Low,2023
321,ML,Machine Learning,neutral,This Machine Learning course was okay.,Mr. Abhay Kumar,Moderate,Medium,2024
322,BI,Biology,positive,This Biology course was informative.,Mr. Amitesh Jha,Easy,Low,2024
323,PS,Political Science,positive,This Political Science course was excellent.,Ms. Kalyani Jha,Difficult,Medium,2023
324,SE,Software Engineering,positive,This Software Engineering course was excellent.,Mr. Kunal Taneja,Moderate,Medium,2024
325,EC,Economics,positive,This Economics course was informative.,Prof. Johnson,Easy,Medium,2023
326,SO,Sociology,positive,This Sociology course was interesting.,Prof. Johnson,Difficult,Low,2023
327,PS,Political Science,negative,This Political Science course was unorganized.,Prof. Smith,Difficult,Medium,2024
328,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Brown,Difficult,Medium,2023
329,PH,Physics,neutral,This Physics course was so-so.,Mr. Abhay Kumar,Difficult,Medium,2023
330,DS,Data Science,positive,This Data Science course was engaging.,Ms. Ishu C,Easy,Medium,2024
331,BI,Biology,neutral,This Biology course was okay.,Mr. Abhay Kumar,Difficult,High,2023
332,HI,History,negative,This History course was disappointing.,Ms. Aiman Syed C,Moderate,Medium,2023
333,MA,Mathematics,positive,This Mathematics course was informative.,Dr. Jones,Moderate,Low,2023
334,LI,Literature,positive,This Literature course was great.,Ms. Arpita S C,Difficult,Low,2024
335,HI,History,positive,This History course was interesting.,Mr. Mohit Jain,Moderate,High,2023
336,PS,Political Science,negative,This Political Science course was disappointing.,Mr. Aditya Kumar,Difficult,High,2023
337,CH,Chemistry,neutral,This Chemistry course was okay.,Ms. Kalyani Jha,Easy,High,2024
338,PH,Physics,negative,This Physics course was unclear.,Ms. Dhanya Patil D,Difficult,Medium,2024
339,LI,Literature,positive,This Literature course was great.,Ms. Monika P,Easy,Medium,2023
340,MA,Mathematics,negative,This Mathematics course was difficult.,Ms. Monika P,Difficult,Medium,2023
341,AI,Artificial Intelligence,positive,This Artificial Intelligence course was interesting.,Ms. Aiman Syed C,Easy,Low,2024
342,ML,Machine Learning,neutral,This Machine Learning course was average.,Prof. Smith,Difficult,High,2023
343,PH,Physics,positive,This Physics course was informative.,Ms. Ruchika Gupta C,Difficult,Low,2023
344,HI,History,negative,This History course was disappointing.,Ms. Kalyani Jha,Easy,High,2023
345,EC,Economics,positive,This Economics course was informative.,Mr. Aditya Kumar,Difficult,High,2024
346,PS,Political Science,negative,This Political Science course was unclear.,Ms. Ishu C,Difficult,Low,2023
347,BI,Biology,positive,This Biology course was interesting.,Prof. Johnson,Difficult,Medium,2024
348,PS,Political Science,positive,This Political Science course was interesting.,Ms. Syed Humera B,Difficult,Low,2023
349,MA,Mathematics,positive,This Mathematics course was great.,Ms. Kalyani Jha,Easy,Medium,2024
350,PH,Physics,negative,This Physics course was unorganized.,Ms. Monika P,Easy,Medium,2024
351,PS,Political Science,negative,This Political Science course was disappointing.,Mr. Davis,Difficult,Medium,2023
352,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Aiman Syed C,Moderate,High,2024
353,PS,Psychology,negative,This Psychology course was disappointing.,Ms. Dhanya Patil D,Difficult,Low,2024
354,PS,Political Science,positive,This Political Science course was excellent.,Ms. Ishu C,Easy,Low,2024
355,BI,Biology,negative,This Biology course was unclear.,Dr. Jones,Moderate,High,2023
356,PH,Physics,negative,This Physics course was difficult.,Mr. Mohit Jain,Difficult,High,2023
357,PS,Political Science,positive,This Political Science course was engaging.,Ms. Syed Humera B,Moderate,Low,2024
358,EC,Economics,neutral,This Economics course was so-so.,Prof. Smith,Easy,Medium,2024
359,HI,History,negative,This History course was disappointing.,Prof. Smith,Difficult,Low,2024
360,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was so-so.,Prof. Johnson,Difficult,High,2023
361,SO,Sociology,neutral,This Sociology course was fair.,Mr. Abhay Kumar,Difficult,High,2024
362,PH,Physics,neutral,This Physics course was so-so.,Ms. Ruchika Gupta C,Moderate,Low,2023
363,HI,History,negative,This History course was disappointing.,Dr. Jones,Moderate,High,2023
364,EC,Economics,positive,This Economics course was engaging.,Ms. Aiman Syed C,Moderate,High,2024
365,DS,Data Science,positive,This Data Science course was great.,Prof. Johnson,Easy,Low,2023
366,DS,Data Science,negative,This Data Science course was unclear.,Ms. Dhanya Patil D,Difficult,High,2023
367,PS,Psychology,negative,This Psychology course was unorganized.,Mr. Shishirendu Jha,Difficult,High,2023
368,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Dr. Jones,Moderate,Low,2023
369,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Rashi A,Difficult,Medium,2023
370,HI,History,negative,This History course was unclear.,Mr. Davis,Easy,Medium,2023
371,EC,Economics,neutral,This Economics course was so-so.,Ms. Rashi A,Moderate,Medium,2024
372,PS,Political Science,neutral,This Political Science course was so-so.,Ms. Syed Humera B,Moderate,Medium,2023
373,HI,History,neutral,This History course was okay.,Prof. Johnson,Difficult,Low,2023
374,DS,Data Science,neutral,This Data Science course was so-so.,Ms. Dhanya Patil D,Difficult,High,2023
375,MA,Mathematics,neutral,This Mathematics course was decent.,Mr. Shishirendu Jha,Easy,Medium,2024
376,CH,Chemistry,positive,This Chemistry course was interesting.,Ms. Rashi A,Difficult,High,2024
377,PH,Physics,positive,This Physics course was excellent.,Ms. Aiman Syed C,Difficult,High,2024
378,ML,Machine Learning,positive,This Machine Learning course was great.,Ms. Brown,Difficult,Medium,2023
379,SO,Sociology,negative,This Sociology course was unorganized.,Mr. Kunal Taneja,Moderate,High,2023
380,PS,Psychology,positive,This Psychology course was engaging.,Ms. Syed Humera B,Difficult,Medium,2024
381,CH,Chemistry,negative,This Chemistry course was disappointing.,Prof. Johnson,Moderate,Low,2023
382,PH,Physics,positive,This Physics course was engaging.,Ms. Dhanya Patil D,Difficult,Medium,2024
383,PS,Psychology,neutral,This Psychology course was so-so.,Mr. Shishirendu Jha,Moderate,High,2023
384,BI,Biology,positive,This Biology course was great.,Mr. Kunal Taneja,Difficult,Low,2023
385,BI,Biology,positive,This Biology course was excellent.,Mr. Aditya Kumar,Moderate,High,2024
386,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Ruchika Gupta C,Difficult,High,2023
387,LI,Literature,negative,This Literature course was unorganized.,Ms. Monika P,Easy,Medium,2024
388,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was fair.,Mr. Abhay Kumar,Easy,Low,2023
389,LI,Literature,negative,This Literature course was unclear.,Ms. Mukul S,Easy,High,2024
390,CS,Computer Science,negative,This Computer Science course was difficult.,Mr. Shishirendu Jha,Easy,Medium,2024
391,SE,Software Engineering,neutral,This Software Engineering course was okay.,Ms. Syed Humera B,Difficult,Low,2024
392,SO,Sociology,positive,This Sociology course was excellent.,Ms. Dhanya Patil D,Moderate,High,2023
393,SE,Software Engineering,negative,This Software Engineering course was boring.,Prof. Smith,Easy,Low,2024
394,PS,Psychology,neutral,This Psychology course was so-so.,Ms. Arpita S C,Difficult,Low,2023
395,CS,Computer Science,neutral,This Computer Science course was average.,Ms. Ishu C,Moderate,High,2024
396,CH,Chemistry,neutral,This Chemistry course was okay.,Ms. Dhanya Patil D,Moderate,High,2023
397,PS,Psychology,neutral,This Psychology course was so-so.,Dr. Jones,Easy,High,2024
398,LI,Literature,negative,This Literature course was difficult.,Mr. Mohit Jain,Difficult,High,2023
399,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Brown,Moderate,High,2023
400,SO,Sociology,negative,This Sociology course was unorganized.,Ms. Dhanya Patil D,Difficult,High,2024
401,PH,Physics,neutral,This Physics course was fair.,Ms. Syed Humera B,Difficult,High,2024
402,ML,Machine Learning,neutral,This Machine Learning course was average.,Ms. Ishu C,Easy,Medium,2024
403,PS,Political Science,positive,This Political Science course was informative.,Mr. Abhay Kumar,Difficult,High,2024
404,LI,Literature,positive,This Literature course was informative.,Dr. Jones,Difficult,Low,2024
405,BI,Biology,positive,This Biology course was excellent.,Ms. Monika P,Moderate,High,2023
406,PS,Political Science,neutral,This Political Science course was fair.,Mr. Shishirendu Jha,Moderate,High,2024
407,ML,Machine Learning,neutral,This Machine Learning course was fair.,Ms. Divya P D,Easy,Medium,2023
408,ML,Machine Learning,positive,This Machine Learning course was informative.,Mr. Aditya Kumar,Difficult,High,2023
409,DS,Data Science,neutral,This Data Science course was average.,Mr. Davis,Easy,High,2024
410,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Aiman Syed C,Moderate,High,2024
411,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Ms. Syed Humera B,Moderate,Low,2023
412,PS,Political Science,positive,This Political Science course was excellent.,Prof. Smith,Difficult,High,2024
413,DS,Data Science,negative,This Data Science course was boring.,Ms. Monika P,Moderate,Low,2024
414,LI,Literature,neutral,This Literature course was fair.,Dr. Jones,Moderate,Medium,2024
415,LI,Literature,positive,This Literature course was informative.,Ms. Kalyani Jha,Moderate,High,2024
416,CS,Computer Science,neutral,This Computer Science course was fair.,Mr. Mohit Jain,Moderate,High,2023
417,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was okay.,Ms. Monika P,Easy,Low,2023
418,LI,Literature,negative,This Literature course was unclear.,Ms. Mukul S,Moderate,High,2024
419,CH,Chemistry,negative,This Chemistry course was unclear.,Prof. Smith,Easy,High,2024
420,LI,Literature,neutral,This Literature course was fair.,Prof. Johnson,Moderate,Medium,2024
421,LI,Literature,positive,This Literature course was interesting.,Mr. Amitesh Jha,Difficult,Low,2023
422,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Prof. Smith,Difficult,Medium,2024
423,PS,Political Science,neutral,This Political Science course was okay.,Ms. Brown,Moderate,Medium,2024
424,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Mr. Shishirendu Jha,Easy,Low,2024
425,SE,Software Engineering,positive,This Software Engineering course was interesting.,Mr. Kunal Taneja,Moderate,High,2024
426,PS,Psychology,neutral,This Psychology course was okay.,Ms. Ruchika Gupta C,Easy,Medium,2024
427,EC,Economics,negative,This Economics course was unorganized.,Prof. Johnson,Difficult,High,2024
428,SO,Sociology,negative,This Sociology course was unorganized.,Mr. Aditya Kumar,Difficult,Medium,2024
429,CS,Computer Science,negative,This Computer Science course was unclear.,Mr. Kunal Taneja,Easy,Medium,2024
430,BI,Biology,positive,This Biology course was informative.,Prof. Johnson,Easy,High,2023
431,LI,Literature,neutral,This Literature course was average.,Ms. Monika P,Easy,Medium,2024
432,SO,Sociology,neutral,This Sociology course was decent.,Mr. Shishirendu Jha,Moderate,Low,2024
433,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Shishirendu Jha,Moderate,High,2023
434,LI,Literature,neutral,This Literature course was average.,Ms. Arpita S C,Easy,Low,2024
435,SE,Software Engineering,neutral,This Software Engineering course was decent.,Ms. Aiman Syed C,Difficult,High,2024
436,ML,Machine Learning,neutral,This Machine Learning course was decent.,Mr. Aditya Kumar,Difficult,Medium,2023
437,HI,History,neutral,This History course was decent.,Ms. Syed Humera B,Moderate,Low,2024
438,ML,Machine Learning,positive,This Machine Learning course was engaging.,Mr. Aditya Kumar,Easy,Low,2024
439,HI,History,neutral,This History course was average.,Mr. Shishirendu Jha,Moderate,High,2024
440,LI,Literature,negative,This Literature course was unclear.,Prof. Johnson,Difficult,High,2024
441,SE,Software Engineering,negative,This Software Engineering course was disappointing.,Prof. Smith,Difficult,Low,2023
442,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Ms. Dhanya Patil D,Moderate,Medium,2023
443,DS,Data Science,positive,This Data Science course was interesting.,Ms. Dhanya Patil D,Easy,Low,2023
444,PS,Psychology,negative,This Psychology course was difficult.,Ms. Mukul S,Easy,High,2024
